model_key,category,question,composed_question,expected_answer,predicted_answer,retrieved_sources,generation_time_s,curso,codigo,error,context_strategy,predicted_binary_label,expected_binary_label,binary_correct,token_f1,bertscore_f1,meteor
llama3.1-8b-f16,open_ended,¿Qué elementos integran el marco filosófico de un negocio necesario para la planificación?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué elementos integran el marco filosófico de un negocio necesario para la planificación?

Da una respuesta completa y explicativa.","Análisis FODA, misión, visión, valores, objetivos, estrategias, políticas y metas.","Según el documento MC2301-Planificación Estratégica de Tecnología de Información, el marco filosófico de un negocio necesario para la planificación estratégica de TI incluye los siguientes elementos:

1. Análisis FODA (Fortalezas, Debilidades, Oportunidades y Amenazas): Este análisis ayuda a identificar las fortalezas y debilidades internas del negocio, así como las oportunidades y amenazas externas que pueden afectar la organización.
2. Misión: La misión define el propósito y la dirección del negocio, y es fundamental para la planificación estratégica de TI.
3. Visión: La visión describe el futuro que se quiere lograr y es un elemento clave para la planificación estratégica de TI.
4. Valores: Los valores definen la cultura y la identidad de la organización y son fundamentales para la planificación estratégica de TI.
5. Objetivos: Los objetivos son específicos, medibles, alcanzables, relevantes y temporales (SMART) y se alinean con la misión y visión de la organización.
6. Estrategias: Las estrategias son planes de acción que se implementan para lograr los objetivos y se alinean con la misión y visión de la organización.
7. Políticas: Las polít",,17.06,Planificación Estratégica de TI,MC2301,,fullcontext,,,,,0.6737729907035828,0.22535211267605637
llama3.1-8b-f16,open_ended,¿Qué factores se consideran para derivar el plan de información desde el modelo de negocio?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué factores se consideran para derivar el plan de información desde el modelo de negocio?

Da una respuesta completa y explicativa.","Tendencias tecnológicas, procesos de negocio, arquitectura de aplicaciones y proyección de inversión.","Según el documento del curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, para derivar el plan de información desde el modelo de negocio se consideran varios factores, entre ellos:

1. Tendencias de la tecnología de Información: Se analiza la evolución de las tecnologías de información y su impacto en la organización.
2. Principios básicos de operación: Se consideran los principios básicos que guían la operación de la organización y cómo se pueden apoyar con la tecnología.
3. Procesos de negocio: Se analiza cómo se realizan los procesos de negocio y cómo se pueden mejorar con la tecnología.
4. Arquitectura tecnológica: Se considera la arquitectura tecnológica actual y cómo se puede mejorar para apoyar los procesos de negocio.
5. Portafolio de aplicaciones: Se analiza el portafolio de aplicaciones existentes y cómo se pueden mejorar o reemplazar con nuevas tecnologías.
6. Modelo organizativo: Se considera el modelo organizativo actual y cómo se puede mejorar para apoyar la toma de decisiones y la gestión de la información.
7. Análisis de riesgo: Se identifican los riesgos asociados con la implementación de la tecnología y se desarrollan estrategias",,16.95,Planificación Estratégica de TI,MC2301,,fullcontext,,,,,0.6775063872337341,0.19061583577712612
llama3.1-8b-f16,open_ended,¿Qué capacidad específica adquiere el estudiante al finalizar este programa?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué capacidad específica adquiere el estudiante al finalizar este programa?

Da una respuesta completa y explicativa.",La capacidad de desarrollar un plan estratégico de TI basado en lineamientos del negocio y mecanismos de priorización.,"Al finalizar el curso de Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, el estudiante adquiere la capacidad de desarrollar un plan estratégico de TI a partir de las bases técnicas derivadas de los lineamientos estratégicos del negocio, las tendencias de tecnología de Información, el modelo organizacional, los factores críticos de éxito, los procesos de negocio, mecanismos de priorización y la definición de un presupuesto.",,9.4,Planificación Estratégica de TI,MC2301,,fullcontext,,,,,0.8188841342926025,0.4184020030740245
llama3.1-8b-f16,open_ended,¿Cómo se define el liderazgo y la administración desde la perspectiva del CIO?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Cómo se define el liderazgo y la administración desde la perspectiva del CIO?

Da una respuesta completa y explicativa.",Se analiza como la gestión de expectativas para lograr una empresa habilitada por TI bajo un gobierno sólido.,"Según el documento MC2301-Planificación Estratégica de Tecnología de la Información, el liderazgo y la administración desde la perspectiva del CIO se definen en el tema ""Liderazgo y Administración desde la perspectiva del CIO"" como:

""El liderazgo y la administración desde la perspectiva del CIO se refiere a la capacidad del director de tecnología de información para liderar y administrar la función de tecnología de la información de la organización, tomando decisiones estratégicas y tácticas para asegurar que la tecnología de la información se alinee con los objetivos y estrategias de la organización. El CIO debe tener una visión clara de la función de tecnología de la información y ser capaz de comunicarla de manera efectiva a los stakeholders de la organización. También debe ser capaz de gestionar los recursos y la infraestructura de tecnología de la información de manera eficiente y efectiva, y asegurarse de que la organización esté preparada para las oportunidades y desafíos del futuro.""

En este sentido, el liderazgo y la administración desde la perspectiva del CIO se enfoca en la capacidad de liderar y administrar la función de tecnología de la información de manera estratégica y efectiva, asegurando que la tecnología de la información",,17.07,Planificación Estratégica de TI,MC2301,,fullcontext,,,,,0.6482155323028564,0.09162303664921467
llama3.1-8b-f16,open_ended,¿Cómo se aborda el diagnóstico de la situación actual de TI?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Cómo se aborda el diagnóstico de la situación actual de TI?

Da una respuesta completa y explicativa.","Mediante el análisis de brecha, tendencias de organización de la función de TI y análisis de la industria.","En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, el diagnóstico de la situación actual de TI se aborda a través de varios pasos y actividades. A continuación, se presentan los detalles de cómo se aborda este tema en el curso:

1. **Análisis de la visión del negocio y sus procesos**: En este paso, se analiza la visión del negocio y sus procesos para entender cómo la tecnología de información (TI) se relaciona con los objetivos y estrategias de la organización.
2. **Entendimiento y análisis de la industria y el negocio**: En este paso, se analiza la industria y el negocio para entender las tendencias y desafíos que enfrenta la organización en términos de TI.
3. **Análisis de la función de TI (Diagnóstico de la Función de la Información)**: En este paso, se analiza la función de TI para entender cómo se está utilizando la tecnología para apoyar los procesos y objetivos de la organización.
4. **Tendencias actuales de la organización de la Función de TI**: En este paso, se analiza las tendencias actuales de la organización de la función de TI para entender cómo se está evolucionando la función y cómo se está utilizando la tecn",,16.94,Planificación Estratégica de TI,MC2301,,fullcontext,,,,,0.696919322013855,0.24571249708828333
llama3.1-8b-f16,open_ended,¿Bajo qué condiciones específicas un estudiante puede reprobar el curso por asistencia?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Bajo qué condiciones específicas un estudiante puede reprobar el curso por asistencia?

Da una respuesta completa y explicativa.",Si acumula 4 faltas de asistencia injustificadas durante el semestre.,"Según el documento MC2301-Planificación Estratégica de Tecnología de Información, el curso se reprueba con 4 faltas de asistencia injustificadas. Además, se establece que los estudiantes tienen 30 minutos después de la hora oficial de entrada para llegar, luego de lo cual se considerará como ausencia. La justificación de ausencias tanto a lecciones como a evaluaciones queda a criterio del profesor.",,8.44,Planificación Estratégica de TI,MC2301,,fullcontext,,,,,0.6910439133644104,0.34693877551020413
llama3.1-8b-f16,open_ended,¿Cuál es el concepto fundamental que modela este curso por encima de la tecnología física?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Cuál es el concepto fundamental que modela este curso por encima de la tecnología física?

Da una respuesta completa y explicativa.","El concepto de cómputo, definido a través de mecanismos abstractos independientes de computadoras específicas.","El concepto fundamental que modela el curso de Teoría de Autómatas de la Maestría en Computación es el de cómputo, no el de computadora. Según el documento, ""Contrario a la creencia popular, el concepto fundamental de las ‘Ciencias de la Computación’ es el de cómputo, no el de computadora. Para modelar este concepto, debemos recurrir a la definición de mecanismos abstractos que capturen la esencia del proceso de cómputo sin apelar por ejemplo a lenguajes de programación o computadoras específicas"".

En otras palabras, el curso se enfoca en entender y modelar el proceso de cómputo de manera abstracta, sin necesidad de referirse a la tecnología física específica que lo implementa. Esto permite a los estudiantes comprender las relaciones entre la computación teórica y la construcción de compiladores, la lingüística computacional, el manejo de bases de datos textuales, y el análisis de complejidad y computabilidad de algoritmos y problemas.",,14.6,Teoría de Autómatas,MC6003,,fullcontext,,,,,0.7173330783843994,0.2913868224281284
llama3.1-8b-f16,open_ended,¿Cómo se relaciona la computación teórica con la construcción práctica de compiladores?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Cómo se relaciona la computación teórica con la construcción práctica de compiladores?

Da una respuesta completa y explicativa.",Brinda los modelos formales necesarios para el reconocimiento y generación de lenguajes formales usados en compilación.,"La computación teórica y la construcción práctica de compiladores están estrechamente relacionadas en el curso Teoría de Autómatas de la Maestría en Computación. La computación teórica se enfoca en el estudio de los modelos formales que subyacen en el análisis y diseño de algoritmos, mientras que la construcción práctica de compiladores implica la aplicación de estos modelos para crear herramientas que traduzcan código fuente en código máquina.

En el curso, se estudian los modelos clásicos de computación abstracta, como los autómatas de estados finitos, las gramáticas regulares y las gramáticas libres de contexto, que son fundamentales para la comprensión de la computación teórica. Estos modelos se utilizan para analizar y diseñar algoritmos, y también se aplican en la construcción de compiladores.

La relación entre la computación teórica y la construcción práctica de compiladores se puede ver en la siguiente forma:

1. **Análisis de lenguajes formales**: La computación teórica estudia los lenguajes formales, que son lenguajes que pueden ser generados y reconocidos por máquinas. Los compiladores necesitan analizar el código fuente para determinar su estructura y sintaxis, lo que requiere la aplicación de conceptos de lengu",,16.99,Teoría de Autómatas,MC6003,,fullcontext,,,,,0.711605966091156,0.15363128491620112
llama3.1-8b-f16,open_ended,¿Qué jerarquía se utiliza para clasificar gramáticas según su estructura de frase?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Qué jerarquía se utiliza para clasificar gramáticas según su estructura de frase?

Da una respuesta completa y explicativa.",La jerarquía de Chomsky.,"La jerarquía utilizada para clasificar gramáticas según su estructura de frase en el curso Teoría de Autómatas de la Maestría en Computación es la jerarquía de Chomsky. Esta jerarquía clasifica las gramáticas en cuatro categorías según su complejidad:

1. Gramáticas regulares (Type 3): Son las gramáticas más simples y se pueden reconocer mediante un autómata finito.
2. Gramáticas contextuales (Type 2): Son gramáticas que permiten la recursividad en el lado izquierdo de las reglas, pero no en el lado derecho.
3. Gramáticas libres de contexto (Type 1): Son gramáticas que permiten la recursividad en ambos lados de las reglas.
4. Gramáticas no contextuales (Type 0): Son gramáticas que no tienen restricciones en la recursividad y pueden reconocer cualquier lenguaje.

La jerarquía de Chomsky es importante en la teoría de autómatas y lenguajes formales porque permite clasificar las gramáticas según su complejidad y determinar la complejidad del lenguaje que reconocen.",,15.22,Teoría de Autómatas,MC6003,,fullcontext,,,,,0.6545318365097046,0.11682242990654207
llama3.1-8b-f16,open_ended,¿Qué herramienta matemática se estudia para demostrar que un lenguaje no es regular?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Qué herramienta matemática se estudia para demostrar que un lenguaje no es regular?

Da una respuesta completa y explicativa.",El Pumping Lemma.,"La herramienta matemática que se estudia para demostrar que un lenguaje no es regular en el curso Teoría de Autómatas de la Maestría en Computación es el Teorema de la No-regularidad de Rabin y Scott, también conocido como el Teorema de la No-regularidad de Rabin. Este teorema establece que si un lenguaje no puede ser reconocido por un autómata de estados finitos (FA), entonces no es regular.

Sin embargo, en el curso se estudia una herramienta más específica y poderosa para demostrar que un lenguaje no es regular, que es el Teorema de la No-regularidad de Pumping. Este teorema establece que si un lenguaje es regular, entonces existe una longitud mágica (p) tal que para cualquier palabra w en el lenguaje, si la longitud de w es mayor o igual a p, entonces w puede ser dividida en tres partes: x, y, y z, de modo que:

1. x y z son palabras en el lenguaje.
2. y no es vacía.
3. Para cualquier i ≥ 0, la palabra xy^i z también está en el lenguaje.

Si un lenguaje no satisface esta propiedad, entonces se puede demostrar que no es regular utilizando el Teorema de la No-regular",,17.09,Teoría de Autómatas,MC6003,,fullcontext,,,,,0.5677484273910522,0.05836575875486383
llama3.1-8b-f16,open_ended,¿Qué modelos matemáticos se analizan para el reconocimiento de lenguajes formales?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Qué modelos matemáticos se analizan para el reconocimiento de lenguajes formales?

Da una respuesta completa y explicativa.",Desde los autómatas de estados finitos hasta las máquinas de Turing.,"En el curso Teoría de Autómatas de la Maestría en Computación, se analizan modelos matemáticos básicos para el reconocimiento de lenguajes formales, desde los autómatas de estados finitos hasta las máquinas de Turing.",,7.19,Teoría de Autómatas,MC6003,,fullcontext,,,,,0.8385102152824402,0.8330922067901235
llama3.1-8b-f16,open_ended,¿Qué formación matemática previa se asume en los estudiantes de este curso de postgrado?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Qué formación matemática previa se asume en los estudiantes de este curso de postgrado?

Da una respuesta completa y explicativa.",Conocimientos sólidos de matemática discreta adquiridos durante el bachillerato.,"Según el documento del curso Teoría de Autómatas de la Maestría en Computación, se asume que los estudiantes han aprobado a nivel de bachillerato dos o más cursos de matemática discreta, los cuales brindan herramientas para resolver los problemas de teoría de autómatas y lenguajes formales discutidos en clase.",,8.06,Teoría de Autómatas,MC6003,,fullcontext,,,,,0.7230344414710999,0.3002738654147105
llama3.1-8b-f16,open_ended,¿Qué tipo de material se revisa para estudiar las tendencias actuales de investigación?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Qué tipo de material se revisa para estudiar las tendencias actuales de investigación?

Da una respuesta completa y explicativa.",Diferentes papers y artículos científicos seleccionados por el profesor en lugar de un libro de texto único.,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, se revisan múltiples papers de investigación tomados de una amplia antología seleccionada por el profesor. Algunos serán explicados en clase de manera explícita, otros serán presentados por estudiantes (ver detalles más adelante), y otros deberán ser leídos y estudiados en forma individual. En cualquier caso, se espera que los estudiantes obtengan un sólido entendimiento del problema estudiado y de la solución propuesta por los autores.",,9.74,Sistemas Operativos Avanzados,MC6004,,fullcontext,,,,,0.7328951954841614,0.2572874493927126
llama3.1-8b-f16,open_ended,¿Qué requisitos de calidad deben cumplir los apuntes oficiales realizados por los estudiantes?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Qué requisitos de calidad deben cumplir los apuntes oficiales realizados por los estudiantes?

Da una respuesta completa y explicativa.","Deben ser reportes detallados con imágenes, gráficos y datos adicionales, evitando ser simples resúmenes ejecutivos.","Según el documento MC-6004-Sistemas Operativos Avanzados, los apuntes oficiales realizados por los estudiantes deben cumplir con los siguientes requisitos de calidad:

1. Ser detallados y enriquecidos con portada, tabla de contenido, imágenes, gráficos, datos adicionales, etc.
2. Ser presentados en un archivo PDF con un nombre específico (SOA16mmdd-k.pdf, donde mm es el mes y dd la fecha del día, y k un número secuencial para distinguir entre los apuntes de la misma clase).
3. Ser debidamente identificados para saber quién fue la persona que los hizo.
4. No ser transcripciones o un montón de fotografías, sino un resumen ejecutivo del material de la clase.
5. Ser presentados en el foro del curso, bajo el thread de “Apuntes”, antes de cinco días de la siguiente lección.

En resumen, los apuntes oficiales deben ser detallados, enriquecidos y presentados de manera clara y organizada, con un nombre específico y debidamente identificados.",,14.81,Sistemas Operativos Avanzados,MC6004,,fullcontext,,,,,0.7100737690925598,0.25060919890344197
llama3.1-8b-f16,open_ended,¿Qué cinco preguntas clave deben responderse al entregar los resúmenes de los artículos científicos?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Qué cinco preguntas clave deben responderse al entregar los resúmenes de los artículos científicos?

Da una respuesta completa y explicativa.","Problema planteado, importancia, soluciones previas, propuesta de los autores y éxito de la misma.","Según el documento del curso Sistemas Operativos Avanzados de la Maestría en Computación, los estudiantes deben entregar resúmenes de los artículos científicos que incluyan las siguientes cinco preguntas clave:

1. ¿Cuál es el problema que plantea el paper?
2. ¿Por qué es un problema interesante o importante?
3. ¿Qué otras soluciones se han intentado para resolver este problema?
4. ¿Cuál es la solución propuesta por los autores?
5. ¿Qué tan exitosa es esta solución?

Estas preguntas permiten a los estudiantes demostrar su comprensión del contenido del artículo científico y su capacidad para analizar y resumir la información de manera efectiva.",,11.29,Sistemas Operativos Avanzados,MC6004,,fullcontext,,,,,0.6745618581771851,0.2
llama3.1-8b-f16,open_ended,¿Cómo se evalúa la capacidad de comunicación científica de los estudiantes?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Cómo se evalúa la capacidad de comunicación científica de los estudiantes?

Da una respuesta completa y explicativa.",Mediante una presentación oral obligatoria que sigue el formato de una conferencia científica.,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, la capacidad de comunicación científica de los estudiantes se evalúa a través de varias actividades y tareas, como se describe en el documento del curso.

Una de las formas en que se evalúa la capacidad de comunicación científica es a través de la presentación oral de un paper asignado por el profesor. Los estudiantes deben preparar y presentar su trabajo de manera clara y concisa, siguiendo el formato de una conferencia científica. La presentación es evaluada por el grupo y el profesor, y se consideran aspectos como la claridad del lenguaje, la estructura lógica del argumento, la presentación visual y la capacidad de responder a preguntas.

Además, los estudiantes deben entregar un resumen escrito de su trabajo, que debe ser claro, conciso y bien estructurado. Este resumen es evaluado por el profesor y se consideran aspectos como la claridad del lenguaje, la precisión de la información y la capacidad de resumir el trabajo de manera efectiva.

La capacidad de comunicación científica también se evalúa a través de la participación en discusiones y debates en clase. Los estudiantes deben ser capaces de expresar sus ideas y opiniones de manera clara y respetuosa, y de escuchar y",,17.06,Sistemas Operativos Avanzados,MC6004,,fullcontext,,,,,0.6964981555938721,0.19622195985832352
llama3.1-8b-f16,open_ended,¿Qué experiencia técnica previa es indispensable para el éxito en los proyectos programados?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Qué experiencia técnica previa es indispensable para el éxito en los proyectos programados?

Da una respuesta completa y explicativa.","Programación en C, lenguaje ensamblador y dominio de ambientes UNIX o Linux.","Según el documento MC-6004-Sistemas Operativos Avanzados, se menciona que ""Es indispensable tener amplia experiencia en programación (particularmente en lenguaje C, lenguaje ensamblador, y ambientes UNIX o Linux)"". Esto sugiere que los estudiantes deben tener una sólida base en programación, especialmente en lenguajes como C y ensamblador, y experiencia en entornos de desarrollo como UNIX o Linux. Además, se menciona que los proyectos deben ejecutarse estrictamente en las condiciones establecidas por el profesor, lo que implica que los estudiantes deben ser capaces de seguir instrucciones y trabajar en un entorno de desarrollo específico. En resumen, la experiencia técnica previa indispensable para el éxito en los proyectos programados en el curso de Sistemas Operativos Avanzados incluye:

* Amplia experiencia en programación en lenguajes como C y ensamblador
* Experiencia en entornos de desarrollo como UNIX o Linux
* Capacidad para seguir instrucciones y trabajar en un entorno de desarrollo específico",,14.4,Sistemas Operativos Avanzados,MC6004,,fullcontext,,,,,0.699449360370636,0.3124872475005101
llama3.1-8b-f16,open_ended,¿Qué temas de computación moderna se incluyen en los contenidos técnicos?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Qué temas de computación moderna se incluyen en los contenidos técnicos?

Da una respuesta completa y explicativa.","Cloud Computing, High Performance Computing, dispositivos móviles y sistemas de tiempo real.","En el curso Sistemas Operativos Avanzados de la Maestría en Computación, se incluyen temas de computación moderna como:

* Monitores de Máquinas Virtuales
* Mecanismo de Comunicación en Sistemas Distribuidos
* Sincronización
* Scheduling
* Sistemas distribuidos: Conceptos
* File Systems
* Distributed Shared Memory (DSM)
* Memoria Virtual Recuperable –Atomicidad
* Sistemas de Tiempo Real: Conceptos Básicos y Scheduling
* Conceptos de High Performance Computing
* Dispositivos Móviles
* Internet, Computación Distribuida y Cloud Computing

Estos temas abordan aspectos avanzados de la computación, como la gestión de recursos en sistemas distribuidos, la sincronización y el scheduling, la gestión de archivos y memoria compartida, y la computación en tiempo real y de alto rendimiento. Además, se incluyen temas relacionados con la computación en la nube y la computación móvil, lo que refleja la evolución de la industria hacia la computación en la nube y la movilidad.",,15.03,Sistemas Operativos Avanzados,MC6004,,fullcontext,,,,,0.7373600602149963,0.3757575757575758
llama3.1-8b-f16,open_ended,¿Por qué el diseño de algoritmos se considera la actividad fundamental de la computación?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Por qué el diseño de algoritmos se considera la actividad fundamental de la computación?

Da una respuesta completa y explicativa.","Porque toda computación es, por definición, el resultado de la ejecución de un algoritmo.","La respuesta a la pregunta es que el diseño de algoritmos se considera la actividad fundamental de la computación porque una computación es el resultado de la ejecución de un algoritmo. En otras palabras, la computación es el proceso de seguir un conjunto de instrucciones o pasos para resolver un problema o realizar una tarea, y el algoritmo es el conjunto de instrucciones o pasos que se siguen para lograr ese objetivo.

En este sentido, el diseño de algoritmos es la actividad fundamental de la computación porque es la forma en que se crean y se implementan los algoritmos que permiten a las computadoras realizar tareas y resolver problemas. El diseño de algoritmos implica la creación de soluciones eficientes y efectivas para problemas complejos, y es una habilidad fundamental para cualquier persona que desee trabajar en el campo de la computación.

En el curso de Análisis de Algoritmos, se enseña a los estudiantes las técnicas y herramientas necesarias para diseñar y analizar algoritmos, incluyendo la teoría de la complejidad de algoritmos, la teoría de la computabilidad y la teoría de la probabilidad. Los estudiantes aprenden a analizar la complejidad de algoritmos utilizando herramientas como funciones recurrentes, notación ""o grande"" e inducción, y a determinar la(s) solución",,16.98,Análisis de Algoritmos,MC6102,,fullcontext,,,,,0.7171509265899658,0.18518518518518517
llama3.1-8b-f16,open_ended,¿Cuál es la diferencia crítica entre la efectividad y la eficiencia de un algoritmo?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Cuál es la diferencia crítica entre la efectividad y la eficiencia de un algoritmo?

Da una respuesta completa y explicativa.",La efectividad asegura que resuelva el problema; la eficiencia asegura que lo haga usando pocos recursos de tiempo y espacio.,"La diferencia crítica entre la efectividad y la eficiencia de un algoritmo se refiere a dos aspectos fundamentales en el diseño y análisis de algoritmos.

La efectividad de un algoritmo se refiere a su capacidad para resolver un problema concreto. Un algoritmo es efectivo si puede encontrar la solución correcta para el problema que se le presenta. La efectividad se mide por la cantidad de problemas que el algoritmo puede resolver correctamente, y no por el tiempo o la cantidad de recursos que se necesitan para resolverlos.

Por otro lado, la eficiencia de un algoritmo se refiere a la cantidad de recursos (tiempo, memoria, etc.) que se necesitan para resolver un problema. Un algoritmo es eficiente si puede resolver un problema en un tiempo y con una cantidad de recursos mínimos. La eficiencia se mide por la complejidad del algoritmo, que se expresa en términos de la cantidad de operaciones que se necesitan para resolver el problema.

En otras palabras, la efectividad se refiere a la capacidad del algoritmo para encontrar la solución correcta, mientras que la eficiencia se refiere a la cantidad de recursos que se necesitan para encontrar esa solución.

Por ejemplo, un algoritmo que resuelve un problema en 10 segundos pero que requiere 100 GB de memoria para hacerlo",,16.95,Análisis de Algoritmos,MC6102,,fullcontext,,,,,0.6544622778892517,0.18385953297195898
llama3.1-8b-f16,open_ended,¿Qué tres componentes son necesarios para lograr algoritmos eficientes?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Qué tres componentes son necesarios para lograr algoritmos eficientes?

Da una respuesta completa y explicativa.","Técnicas de diseño, técnicas de análisis y la creatividad intuitiva.","Según el documento del curso Análisis de Algoritmos de la Maestría en Computación, los tres componentes necesarios para lograr algoritmos eficientes son:

1. **Técnicas de diseño**: Estas técnicas sugieren las maneras de abordar el problema y cuáles son las estructuras de datos apropiadas para apoyar el algoritmo.
2. **Técnicas de análisis**: Estas técnicas ayudan a determinar la complejidad del algoritmo y, por lo tanto, a compararlo con otros.
3. **Creatividad**: La creatividad es necesaria para enfocar el problema usando las técnicas de diseño y análisis, y para encontrar soluciones innovadoras y eficientes.

Es importante destacar que la creatividad es un componente importante, pero no tan ameno al tratamiento formal, por lo que se ilustrará con ejemplos clásicos de algoritmos creativos e inspiradores.",,13.26,Análisis de Algoritmos,MC6102,,fullcontext,,,,,0.6744937300682068,0.3084016720380356
llama3.1-8b-f16,open_ended,"¿Qué herramientas se utilizan para analizar la complejidad de ""peor caso""?","En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Qué herramientas se utilizan para analizar la complejidad de ""peor caso""?

Da una respuesta completa y explicativa.","Funciones recurrentes, notación asintótica (""O grande"") y pruebas por inducción.","Según el contenido del curso Análisis de Algoritmos de la Maestría en Computación, se menciona que se utilizarán herramientas como funciones recurrentes, notación ""o grande"" e inducción para analizar la complejidad de ""peor caso"" de algoritmos.",,7.33,Análisis de Algoritmos,MC6102,,fullcontext,,,,,0.7540836334228516,0.47700534759358293
llama3.1-8b-f16,open_ended,¿Qué tipos de algoritmos se estudian dentro de la categoría probabilista?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Qué tipos de algoritmos se estudian dentro de la categoría probabilista?

Da una respuesta completa y explicativa.","Algoritmos numéricos, de Monte Carlo y de Las Vegas.","En el curso Análisis de Algoritmos de la Maestría en Computación, se estudian varios tipos de algoritmos dentro de la categoría probabilista. Algunos de los ejemplos incluyen:

1. Algoritmos de Monte Carlo: Estos algoritmos utilizan la simulación aleatoria para resolver problemas complejos. Se utilizan para estimar la probabilidad de eventos y para tomar decisiones en situaciones de incertidumbre.
2. Algoritmos de Las Vegas: Estos algoritmos también utilizan la simulación aleatoria, pero se caracterizan por su capacidad para proporcionar respuestas precisas con una probabilidad garantizada.
3. Algoritmos numéricos probabilistas: Estos algoritmos utilizan la probabilidad para resolver problemas numéricos, como la aproximación de raíces de ecuaciones o la integración de funciones.
4. Algoritmos de búsqueda probabilista: Estos algoritmos utilizan la probabilidad para buscar elementos en una base de datos o en un grafo.
5. Algoritmos de ordenamiento probabilista: Estos algoritmos utilizan la probabilidad para ordenar elementos en una lista o en un grafo.

Algunos ejemplos específicos de algoritmos probabilistas que se estudian en el curso incluyen:

* El algoritmo de búsqueda de Monte Carlo para encontrar un elemento en una",,17.05,Análisis de Algoritmos,MC6102,,fullcontext,,,,,0.6574556231498718,0.30218699049867886
llama3.1-8b-f16,open_ended,¿Cómo se clasifican los problemas según su complejidad en este programa?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Cómo se clasifican los problemas según su complejidad en este programa?

Da una respuesta completa y explicativa.","En las clases P, NP, NP-completos y NP-difíciles.","Según el contenido del curso Análisis de Algoritmos de la Maestría en Computación, los problemas se clasifican según su complejidad en las siguientes categorías:

1. Problemas en P: Son problemas que pueden ser resueltos en un tiempo polinómico, es decir, en un tiempo que crece al cuadrado o al cubo de la entrada, pero no de manera exponencial. Ejemplos de problemas en P incluyen la búsqueda binaria, la búsqueda de un elemento en una lista ordenada y la suma de dos números enteros.
2. Problemas en NP: Son problemas que pueden ser resueltos en un tiempo polinómico si se tiene acceso a una solución previa, pero no necesariamente en un tiempo polinómico sin acceso a una solución previa. Ejemplos de problemas en NP incluyen la verificación de la solución de un problema en P, la búsqueda de un patrón en una cadena de texto y la resolución de un rompecabezas.
3. Problemas NP-completos: Son problemas en NP que son tan difíciles que no se cree que puedan ser resueltos en un tiempo polinómico, incluso con acceso a una solución previa. Ejemplos de problemas NP-completos incluyen la resolución del problema del viajante, la resolución del problema de",,16.94,Análisis de Algoritmos,MC6102,,fullcontext,,,,,0.6499428749084473,0.14376996805111825
