model_key,category,question,composed_question,expected_answer,predicted_answer,generation_time_s,curso,codigo,error
deepseek-r1-14b-4bit,open_ended,¿Cómo se aborda el diagnóstico de la situación actual de TI?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Cómo se aborda el diagnóstico de la situación actual de TI?

Da una respuesta completa y explicativa.","Mediante el análisis de brecha, tendencias de organización de la función de TI y análisis de la industria.","En el curso ""Planificación Estratégica de Tecnología de la Información"" de la Maestría en Gerencia de Tecnologías de la Información, el diagnóstico de la situación actual de TI se aborda de manera integral y estructurada. Este diagnóstico busca comprender el estado actual de la tecnología de la información en una organización, identificar sus fortalezas, debilidades, oportunidades y amenazas, y servir de base para la planificación estratégica futura.

### 1. Análisis de la Función de TI
- **Visión del Negocio**: Se inicia con la comprensión de la misión, visión y objetivos de la organización, así como su enfoque en la tecnología de la información.
- **Evaluación de Procesos**: Se analizan los procesos actuales de TI, identificando cómo éstos contribuyen a los objetivos del negocio y dónde se encuentran las desviaciones o ineficiencias.
- **Recurso de TI**: Se evalúan los recursos disponibles, tanto humanos como tecnológicos, y su alineación con las necesidades actuales y futuras de la organización.

### 2. Análisis de la Función de TI
- **Diagnóstico de la Función de la Información**: Se realiza un diagnóstico detallado de la función de",22.21,Planificación Estratégica de TI,MC2301,
deepseek-r1-14b-4bit,open_ended,¿Bajo qué condiciones específicas un estudiante puede reprobar el curso por asistencia?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Bajo qué condiciones específicas un estudiante puede reprobar el curso por asistencia?

Da una respuesta completa y explicativa.",Si acumula 4 faltas de asistencia injustificadas durante el semestre.,"En el curso ""Planificación Estratégica de Tecnología de la Información"" de la Maestría en Gerencia de Tecnologías de la Información, un estudiante puede reprobar el curso por asistencia bajo las siguientes condiciones específicas:

1. **Faltas de Asistencia Injustificadas**: El estudiante debe asistir a todas las clases de manera obligatoria. Si faltar a más de 4 clases sin justificación, el curso se puede reprobar.

2. **Ausencia a Presentaciones y Demos**: Si el estudiante no asiste a una presentación o demostración asignada, se le dará un 0 en el rubro correspondiente, lo que puede afectar significativamente su calificación.

3. **Penalización por Tareas Atrasadas**: Si las tareas, resúmenes o proyectos se entregan con retraso, se penalizará con 3k puntos por cada día de atraso, donde k es el número de días.

4. **Ausencia a Exámenes y Evaluaciones**: Si el estudiante no asiste a un examen parcial o a una evaluación importante, se le aplicará una calificación de 0 en ese rubro.

5. **No Participación en Clase**: La participación activa en clase es esencial. Si el estudiante no participa en discusiones o actividades durante las clases",22.13,Planificación Estratégica de TI,MC2301,
deepseek-r1-14b-4bit,open_ended,¿Cuál es el concepto fundamental que modela este curso por encima de la tecnología física?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Cuál es el concepto fundamental que modela este curso por encima de la tecnología física?

Da una respuesta completa y explicativa.","El concepto de cómputo, definido a través de mecanismos abstractos independientes de computadoras específicas.","En el curso ""Teoría de Autómatas"" de la Maestría en Computación, el concepto fundamental que se modela por encima de la tecnología física es el **proceso de cómputo**. Este curso se centra en comprender los modelos abstractos que capturan la esencia del cómputo, independientemente de los lenguajes de programación o las computadoras específicas. A través de conceptos como autómatas de estados finitos, expresiones regulares, gramáticas formales y máquinas de Turing, se estudian los mecanismos teóricos que forman la base de la computación. 

Estos modelos permiten analizar y diseñar algoritmos, entender la complejidad computacional y determinar la solvencia de problemas, lo que es esencial para campos como la lingüística computacional, la construcción de compiladores y el análisis de algoritmos. Por lo tanto, el curso prioriza la comprensión teórica de la computación antes que su implementación tecnológica.",19.21,Teoría de Autómatas,MC6003,
deepseek-r1-14b-4bit,open_ended,¿Cómo se relaciona la computación teórica con la construcción práctica de compiladores?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Cómo se relaciona la computación teórica con la construcción práctica de compiladores?

Da una respuesta completa y explicativa.",Brinda los modelos formales necesarios para el reconocimiento y generación de lenguajes formales usados en compilación.,"En el curso de Teoría de Autómatas de la Maestría en Computación, la computación teórica se relaciona con la construcción práctica de compiladores de la siguiente manera:

1. **Fundamentos Teóricos**: La computación teórica, a través de la teoría de autómatas y lenguajes formales, proporciona los fundamentos necesarios para comprender cómo los lenguajes de programación pueden ser analizados y traducidos en código máquina. Los autómatas de estados finitos (AFD) y las gramáticas formales (como las gramáticas regulares y las libres de contexto) son herramientas esenciales para definir los lenguajes que los compiladores deben manejar.

2. **Análisis de Lenguajes**: Los compiladores necesitan analizar sintácticamente y semánticamente los programas源码。La teoría de autómatas y lenguajes formales provee los modelos necesarios para definir los lenguajes de programación y asegurar que los compiladores puedan reconocer y validar correctamente la sintaxis y semántica de los programas.

3. **Diseño de Compiladores**: La teoría de autómatas se aplica directamente en el diseño de los analizadores sintácticos y semánticos de los compiladores. Por ejemplo, los A",22.17,Teoría de Autómatas,MC6003,
deepseek-r1-14b-4bit,open_ended,¿Qué jerarquía se utiliza para clasificar gramáticas según su estructura de frase?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Qué jerarquía se utiliza para clasificar gramáticas según su estructura de frase?

Da una respuesta completa y explicativa.",La jerarquía de Chomsky.,"En el curso **Teoría de Autómatas** de la Maestría en Computación, se utiliza la jerarquía de Chomsky para clasificar las gramáticas según su estructura de frase. Esta jerarquía, también conocida como la **hierarquía de gramáticas formales**, se compone de los siguientes niveles, desde el más restrictivo al más general:

1. **Gramáticas regulares (Regular Grammars)**  
   - Estas gramáticas generan lenguajes regulares, los cuales pueden ser reconocidos por autómatas de estados finitos (FA's).  
   - Ejemplo: CFG donde cada producción tiene la forma A → α, donde α es un terminal o un no-terminal inizial.

2. **Gramáticas contextuales libres (Context-Free Grammars - CFG)**  
   - Generan lenguajes contextuales libres, los cuales pueden ser reconocidos por autómatas de pila (PDA's).  
   - Caracterizadas por productions de la forma A → β, donde β es una secuencia de terminales y no-terminales, y no hay restricciones de contexto.

3. **Gramáticas contextuales (Context-Sensitive Grammars)**  
   - Generan lenguajes contextuales, los cuales requieren restricciones en el contexto para su aplicación.  
   - Ejemplo: Las productions tienen",22.12,Teoría de Autómatas,MC6003,
deepseek-r1-14b-4bit,open_ended,¿Qué herramienta matemática se estudia para demostrar que un lenguaje no es regular?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Qué herramienta matemática se estudia para demostrar que un lenguaje no es regular?

Da una respuesta completa y explicativa.",El Pumping Lemma.,"En el curso **Teoría de Autómatas** de la Maestría en Computación, se estudia la herramienta matemática del **Lema de bombeo (Pumping Lemma)** para demostrar que un lenguaje no es regular.

### Explicación:
1. **Lema de bombeo (Pumping Lemma)**:
   - Es un método formal utilizado para demostrar que un lenguaje no pertenece a la clase de lenguajes regulares.
   - Se basa en la idea de que si un lenguaje es regular, entonces cualquier cadena suficientemente larga en el lenguaje debe poder ""bombearse"", es decir, extraer un fragmento que se pueda repetir indefinidamente sin salir del lenguaje.
   - Si se puede encontrar una cadena que no cumpla con este comportamiento, el lenguaje no es regular.

2. **Proceso de demostración**:
   - Se asume que el lenguaje es regular.
   - Se construye una cadena que cumpla con las condiciones del lema de bombeo pero no se puede bombear sin salir del lenguaje.
   - Esto conduce a una contradicción, demostrando que el lenguaje no es regular.

### Aplicación:
- Por ejemplo, para demostrar que el lenguaje `L = {0^n 1^n | n",22.15,Teoría de Autómatas,MC6003,
deepseek-r1-14b-4bit,open_ended,¿Qué modelos matemáticos se analizan para el reconocimiento de lenguajes formales?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Qué modelos matemáticos se analizan para el reconocimiento de lenguajes formales?

Da una respuesta completa y explicativa.",Desde los autómatas de estados finitos hasta las máquinas de Turing.,"En el curso **Teoría de Autómatas** de la Maestría en Computación, se analizan varios modelos matemáticos para el reconocimiento de lenguajes formales. Estos modelos incluyen:

1. **Autómatas de Estados Finitos (AFDs)**:
   - **Definición**: Un autómata de estados finitos consiste en un conjunto de estados, un estado inicial, un conjunto de estados finales y una función de transición que define cómo se mueve entre los estados.
   - **Función**: Reconocer lenguajes regulares, es decir, lenguajes que pueden ser descritos por expresiones regulares.
   - **Ejemplo**: Un autómata puede ser diseñado para reconocer si una cadena de lenguaje formal cumple con ciertas reglas gramaticales.

2. **Expresiones Regulares**:
   - **Definición**: Son patrones que describen conjuntos de cadenas de lenguaje formal.
   - **Función**: Permiten definir lenguajes de manera compacta y formal, y son equivalentes a los autómatas de estados finitos.
   - **Ejemplo**: La expresión regular `a*b` describe todas las cadenas que consisten de cero o más 'a's seguidos de un 'b'.

3. **Gramáticas Regulares**",22.23,Teoría de Autómatas,MC6003,
deepseek-r1-14b-4bit,open_ended,¿Qué formación matemática previa se asume en los estudiantes de este curso de postgrado?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Qué formación matemática previa se asume en los estudiantes de este curso de postgrado?

Da una respuesta completa y explicativa.",Conocimientos sólidos de matemática discreta adquiridos durante el bachillerato.,"En el curso ""Teoría de Autómatas"" de la Maestría en Computación, se asume que los estudiantes tienen una formación matemática previa que incluye:

1. **Álgebra Lineal**: Comprensión de conceptos básicos como vectores, matrices y operaciones lineales, que son esenciales para entender estructuras matemáticas en el diseño de algoritmos y sistemas computacionales.

2. **Cálculo**: Dominio de las operaciones básicas de cálculo, incluyendo derivadas y integrales, que son fundamentales para el análisis de funciones y procesos en computación.

3. **Probabilidades**: Conocimiento de teoría de probabilidad y estadística, necesario para evaluar resultados y diseñar experimentos en investigación computacional.

Estos requisitos aseguran que los estudiantes tengan las habilidades matemáticas necesarias para abordar los temas teóricos y prácticos del curso, como la teoría de autómatas y lenguajes formales.",19.13,Teoría de Autómatas,MC6003,
deepseek-r1-14b-4bit,open_ended,¿Qué tipo de material se revisa para estudiar las tendencias actuales de investigación?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Qué tipo de material se revisa para estudiar las tendencias actuales de investigación?

Da una respuesta completa y explicativa.",Diferentes papers y artículos científicos seleccionados por el profesor en lugar de un libro de texto único.,"En el curso **Sistemas Operativos Avanzados** de la Maestría en Computación, el material revisado para estudiar las tendencias actuales de investigación incluye:

1. **Papers de Investigación**: Se leen y estudian múltiples artículos científicos pertenecientes a una amplia antología seleccionada por el profesor. Estos papers abarcan temas avanzados y recientes en el campo de los sistemas operativos.

2. **Material de Clase**: Aunque no hay un libro de texto específico, se utiliza material preparado por el profesor, que incluye conceptos clave y guías para la investigación.

3. **Apuntes y Presentaciones**: Los estudiantes toman apuntes detallados durante las clases y presentan resúmenes y análisis de los papers asignados.

4. **Proyectos Programados**: Se trabajan en grupos, desarrollando proyectos que requieren implementación práctica de conceptos avanzados en sistemas operativos, lo que implica la utilización de lenguajes de programación como C y entornos como UNIX o Linux.

5. **Tareas y Quices**: Se realizan tareas y quices para asegurar la comprensión de los conceptos y la aplicación práctica de los mismos.

Este enfoque combina teoría y práctica, permitiendo a los estudiantes adquirir un sólido conocimiento de",22.15,Sistemas Operativos Avanzados,MC6004,
deepseek-r1-14b-4bit,open_ended,¿Qué requisitos de calidad deben cumplir los apuntes oficiales realizados por los estudiantes?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Qué requisitos de calidad deben cumplir los apuntes oficiales realizados por los estudiantes?

Da una respuesta completa y explicativa.","Deben ser reportes detallados con imágenes, gráficos y datos adicionales, evitando ser simples resúmenes ejecutivos.","En el curso ""Sistemas Operativos Avanzados"" de la Maestría en Computación, los apuntes oficiales realizados por los estudiantes deben cumplir con los siguientes requisitos de calidad:

1. **Formato Único**: Los apuntes deben seguir un formato consistente y estructurado, utilizando plantillas proporcionadas para garantizar la uniformidad.

2. **Calidad del Contenido**: El contenido debe ser preciso, completo y reflejar una comprensión profunda de los temas abordados en clase. Incluye definiciones, conceptos clave, diagramas, algoritmos y ejemplos relevantes.

3. **Presentación Profesional**: Los apuntes deben estar bien presentados, con un diseño limpio y profesional, utilizando fuentes legibles, colores consistentes y una estructura clara.

4. **Identificación Correcta**: Cada documento debe incluir la identificación del estudiante, el nombre del curso, el código del curso, la fecha de la clase y el número de la sesión.

5. **Tiempo de entrega**: Los apuntes deben entregarse en formato PDF en el foro del curso antes de la siguiente clase, con un nombre específico que incluya el mes, la fecha y un número secuencial.

6. **Cumplimiento de Reglas**: Los estudiantes deben adherirse estrictamente a las reglas estable",22.06,Sistemas Operativos Avanzados,MC6004,
deepseek-r1-14b-4bit,open_ended,¿Qué cinco preguntas clave deben responderse al entregar los resúmenes de los artículos científicos?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Qué cinco preguntas clave deben responderse al entregar los resúmenes de los artículos científicos?

Da una respuesta completa y explicativa.","Problema planteado, importancia, soluciones previas, propuesta de los autores y éxito de la misma.","En el curso ""Sistemas Operativos Avanzados"" de la Maestría en Computación, los estudiantes deben responder a las siguientes cinco preguntas clave al entregar los resúmenes de los artículos científicos:

1. **¿Cuál es el problema que plantea el paper?**
   - Se debe identificar el problema central que los autores buscan resolver en el artículo. Esto implica comprender la motivación detrás del estudio y por qué el problema es relevante en el contexto de los sistemas operativos avanzados.

2. **¿Por qué es un problema interesante o importante?**
   - Aquí se evalúa la importancia del problema. ¿Cómo impacta en el campo de la computación? ¿Tiene aplicaciones prácticas? ¿Abre nuevas áreas de investigación? Es fundamental destacar la relevancia y el valor del problema plantado.

3. **¿Qué otras soluciones se han intentado para resolver este problema?**
   - Se debe revisar la literatura existente. ¿Qué enfoques o técnicas han sido utilizados antes? ¿Qué limitaciones tienen estas soluciones? Esto demuestra que el estudiante comprende el contexto del problema y puede situar el trabajo en cuestión dentro del panorama actual.

4. **¿Cuál es la solución propuesta por los autores?**
   - Se debe detallar la contribución principal del artículo.",22.21,Sistemas Operativos Avanzados,MC6004,
deepseek-r1-14b-4bit,open_ended,¿Cómo se evalúa la capacidad de comunicación científica de los estudiantes?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Cómo se evalúa la capacidad de comunicación científica de los estudiantes?

Da una respuesta completa y explicativa.",Mediante una presentación oral obligatoria que sigue el formato de una conferencia científica.,"En el curso **Sistemas Operativos Avanzados** de la Maestría en Computación, la capacidad de comunicación científica de los estudiantes se evalúa a través de varias actividades y componentes. Aquí tienes una descripción detallada de cómo se realiza esta evaluación:

1. **Presentación Oral**:
   - **Descripción**: Cada estudiante debe presentar un paper asignado por el profesor siguiendo el formato de una conferencia científica.
   - **Requisitos**: La presentación debe durar entre 16 y 20 minutos, y debe incluir elementos como introducción, metodología, resultados y conclusiones. Se espera que los estudiantes comprendan y expliquen claramente el material asignado.
   - **Evaluación**: Se considera la claridad, la comprensión del tema, la presentación de ideas y la capacidad de comunicación.

2. **Paper de Investigación**:
   - **Descripción**: Los estudiantes trabajan en grupos para escribir un artículo científico sobre un tema relacionado con los sistemas operativos avanzados.
   - **Requisitos**: El paper debe estar escrito en inglés, utilizando LATEX y siguiendo el formato de IEEE Transactions. Incluye un abstract, introducción, metodología, resultados y conclusiones.
   - **Evaluación**: Se evalúa la claridad, la estructura, la originalidad",22.13,Sistemas Operativos Avanzados,MC6004,
deepseek-r1-14b-4bit,open_ended,¿Qué experiencia técnica previa es indispensable para el éxito en los proyectos programados?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Qué experiencia técnica previa es indispensable para el éxito en los proyectos programados?

Da una respuesta completa y explicativa.","Programación en C, lenguaje ensamblador y dominio de ambientes UNIX o Linux.","Para el curso **Sistemas Operativos Avanzados** de la Maestría en Computación, la experiencia técnica previa indispensable para el éxito en los proyectos programados incluye:

1. **Conocimientos en Programación**: Es esencial tener una amplia experiencia en programación, especialmente en lenguajes como **C** y lenguaje ensamblador. Esto es fundamental para comprender y manipular los conceptos avanzados de sistemas operativos.

2. **Experiencia con Ambientes UNIX o Linux**: Los proyectos requieren que los estudiantes trabajen en entornos como UNIX o Linux. Por lo tanto, es necesario estar familiarizado con estos sistemas operativos para manejar tareas como la configuración de entornos de desarrollo, el uso de herramientas de línea de comando y la gestión de procesos.

3. **Habilidad para Resolver Problemas Complicados**: Los proyectos programados son complejos y requieren una capacidad analítica y de resolución de problemas avanzada. Esto incluye la capacidad de depurar código, entender diagramas de flujo y resolver conflictos en la implementación de algoritmos.

4. **Dominio de Conceptos de Sistemas Operativos Básicos**: Es fundamental tener una base sólida en conceptos fundamentales de sistemas operativos, como la gestión de procesos, la memoria, los archivos y las comunicaciones entre procesos. Esto se aprende",22.07,Sistemas Operativos Avanzados,MC6004,
deepseek-r1-14b-4bit,open_ended,¿Qué temas de computación moderna se incluyen en los contenidos técnicos?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Qué temas de computación moderna se incluyen en los contenidos técnicos?

Da una respuesta completa y explicativa.","Cloud Computing, High Performance Computing, dispositivos móviles y sistemas de tiempo real.","En el curso **Sistemas Operativos Avanzados** de la Maestría en Computación, los temas de computación moderna incluyen:

1. **Sistemas Operativos Avanzados**: Se estudian temas avanzados en diseño e implementación de sistemas operativos, incluyendo estructuras de sistemas operativos, monitores de máquinas virtuales y mecanismos de comunicación en sistemas distribuidos.

2. **Sincronización y Scheduling**: Se abordan técnicas avanzadas para la sincronización de procesos y la planificación de la ejecución de tareas en sistemas operativos.

3. **Sistemas Distribuidos**: Se analizan conceptos y desafíos relacionados con sistemas operativos en entornos distribuidos, incluyendo la memoria compartida distribuida (DSM) y el diseño de sistemas de tiempo real.

4. **File Systems**: Se estudian los sistemas de archivos avanzados, incluyendo su diseño y optimización para diferentes tipos de aplicaciones y entornos.

5. **Internet y Computación en la Nube**: Se consideran los desafíos y oportunidades de la computación en la nube y su integración con sistemas operativos avanzados.

6. **Dispositivos Móviles**: Se abordan los aspectos relevantes para el diseño de sistemas operativos en dispositivos móviles",22.18,Sistemas Operativos Avanzados,MC6004,
deepseek-r1-14b-4bit,open_ended,¿Por qué el diseño de algoritmos se considera la actividad fundamental de la computación?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Por qué el diseño de algoritmos se considera la actividad fundamental de la computación?

Da una respuesta completa y explicativa.","Porque toda computación es, por definición, el resultado de la ejecución de un algoritmo.","En el curso Análisis de Algoritmos de la Maestría en Computación, el diseño de algoritmos se considera la actividad fundamental de la computación porque:

1. **Algoritmos son la base de la computación**: Todo sistema informático opera basado en algoritmos, que son conjuntos de instrucciones step-by-step para resolver problemas o realizar tareas específicas.

2. **Efectividad y eficiencia**: Un algoritmo debe ser efectivo, es decir, resolver el problema para el que fue diseñado, y eficiente, utilizando recursos de manera óptima en términos de tiempo y espacio.

3. **Técnicas de diseño y análisis**: El curso enseña técnicas para diseñar algoritmos eficientes y herramientas para analizar su complejidad, lo que permite comparar y elegir la mejor solución para un problema en particular.

4. **Aplicación en todas las áreas de la computación**: Algoritmos se usan en sistemas operativos, inteligencia artificial, bases de datos, entre otros, lo que los hace esenciales en el desarrollo de software y en la resolución de problemas computacionales.

5. **Creatividad e intuición**: Diseñar algoritmos requiere creatividad y una comprensión profunda del problema para encontrar soluciones innovadoras y eficientes.

En resumen, el diseño de algoritmos",22.08,Análisis de Algoritmos,MC6102,
deepseek-r1-14b-4bit,open_ended,¿Cuál es la diferencia crítica entre la efectividad y la eficiencia de un algoritmo?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Cuál es la diferencia crítica entre la efectividad y la eficiencia de un algoritmo?

Da una respuesta completa y explicativa.",La efectividad asegura que resuelva el problema; la eficiencia asegura que lo haga usando pocos recursos de tiempo y espacio.,"En el curso Análisis de Algoritmos de la Maestría en Computación, la efectividad y la eficiencia de un algoritmo son dos conceptos fundamentales que se enfocan en diferentes aspectos del desempeño del algoritmo.

**Efectividad (Correctitud):**
La efectividad se refiere a la capacidad del algoritmo de resolver correctamente el problema para el que está diseñado. Es decir, el algoritmo debe producir resultados correctos para todas las instancias del problema. Esto implica que el algoritmo cumple con los requisitos funcionales y que no hay errores en su diseño o implementación. La efectividad se centra en la corrección del algoritmo, asegurando que siempre entregue la solución esperada.

**Eficiencia:**
La eficiencia, por otro lado, se relaciona con el rendimiento del algoritmo en términos de recursos computacionales utilizados, como el tiempo de ejecución y el espacio memoria. Un algoritmo es eficiente si utiliza较少的 recursos para resolver el problema en un tiempo aceptable, incluso para grandes entradas. La eficiencia se mide usualmente mediante el análisis de la complejidad del algoritmo, expresada en notación asintótica (como O(n), O(n log n), etc.), lo que permite comparar diferentes algoritmos en función de su des",22.2,Análisis de Algoritmos,MC6102,
deepseek-r1-14b-4bit,open_ended,¿Qué tres componentes son necesarios para lograr algoritmos eficientes?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Qué tres componentes son necesarios para lograr algoritmos eficientes?

Da una respuesta completa y explicativa.","Técnicas de diseño, técnicas de análisis y la creatividad intuitiva.","En el curso Análisis de Algoritmos de la Maestría en Computación, los tres componentes necesarios para lograr algoritmos eficientes son:

1. **Técnicas de Diseño**: Estas incluyen metodologías y estrategias para crear algoritmos que resuelvan problemas de manera efectiva. Ejemplos incluyen el diseño avaricioso (greedy), la división y conquista, la programación dinámica y los algoritmos genéticos.

2. **Técnicas de Análisis**: Se refieren a los métodos para medir la complejidad de los algoritmos, es decir, cómo se comportan en términos de tiempo y espacio. Esto se hace utilizando herramientas como la notación asintótica (Big O, Big Ω, Big Θ), las funciones recurrentes y la inducción matemática.

3. **Creatividad e Intuición**: Son esenciales para abordar problemas de manera innovadora y encontrar soluciones optimizadas. Esto implica una comprensión profunda del problema y la capacidad de pensar fuera de lo convencional para desarrollar algoritmos eficientes.

Estos componentes se combinan para diseñar y analizar algoritmos que sean no solo correctos sino también eficientes en términos de recursos computacionales.",22.04,Análisis de Algoritmos,MC6102,
deepseek-r1-14b-4bit,open_ended,"¿Qué herramientas se utilizan para analizar la complejidad de ""peor caso""?","En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Qué herramientas se utilizan para analizar la complejidad de ""peor caso""?

Da una respuesta completa y explicativa.","Funciones recurrentes, notación asintótica (""O grande"") y pruebas por inducción.","En el curso Análisis de Algoritmos de la Maestría en Computación, se utilizan las siguientes herramientas para analizar la complejidad de ""peor caso"":

1. **Notación Asintótica**: Se emplea para describir el tiempo de ejecución de un algoritmo en términos de su tamaño de entrada, ignorando constantes y detalles menores. Esto se hace mediante notaciones como Θ, O y Ω.

2. **Análisis por Inducción**: Se utiliza para probar la corrección de algoritmos y determinar su complejidad. Involucra demostrar que una propiedad holds para un tamaño de entrada n, asumiendo que holds para tamaños menores.

3. **Funciones Recurrentes**: Se usan para modelar el tiempo de ejecución de algoritmos recursivos. Por ejemplo, la relación de recurrencia T(n) = 2T(n/2) + O(n) para el Merge Sort.

4. **Análisis de Caso Promedio y Tiempo Amortizado**: Para algoritmos con variabilidad en su comportamiento, se evalúa el promedio y se distribuyen costos sobre múltiples operaciones para determinar la complejidad.

5. **Complejidad Computacional**: Se estudian clases como P y NP, y se determina si un problema es NP-completo",22.16,Análisis de Algoritmos,MC6102,
deepseek-r1-14b-4bit,open_ended,¿Qué tipos de algoritmos se estudian dentro de la categoría probabilista?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Qué tipos de algoritmos se estudian dentro de la categoría probabilista?

Da una respuesta completa y explicativa.","Algoritmos numéricos, de Monte Carlo y de Las Vegas.","En el curso **Análisis de Algoritmos** de la Maestría en Computación, se estudian los siguientes tipos de algoritmos dentro de la categoría probabilista:

1. **Algoritmos aleatorios**: Estos algoritmos utilizan elementos aleatorios en su ejecución para resolver problemas. Ejemplos incluyen la búsqueda binaria aleatoria y el muestreo aleatorio.

2. **Algoritmos de Monte Carlo**: Estos algoritmos se basan en metodologías estatísticas y se utilizan para aproximar soluciones a problemas complejos, especialmente en el ámbito financiero y en la simulación de fenómenos naturales.

3. **Algoritmos de Las Vegas**: Un tipo especial de algoritmo aleatorio que siempre produce una respuesta correcta, pero puede variar en el tiempo de ejecución. Un ejemplo es el algoritmo de primas para la factorización de números.

4. **Algoritmos heurísticos**: Estos algoritmos utilizan aproximaciones o reglas de deducción para encontrar soluciones que no necesariamente sean óptimas, pero son eficientes en términos de recursos computacionales.

5. **Algoritmos aproximados**: Se enfocan en encontrar soluciones que estén cerca de la óptima, permitiendo una cierta tolerancia al error en la solución.

Estos algoritmos se estud",22.06,Análisis de Algoritmos,MC6102,
deepseek-r1-14b-4bit,open_ended,¿Cómo se clasifican los problemas según su complejidad en este programa?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Cómo se clasifican los problemas según su complejidad en este programa?

Da una respuesta completa y explicativa.","En las clases P, NP, NP-completos y NP-difíciles.","En el curso Análisis de Algoritmos de la Maestría en Computación, los problemas se clasifican según su complejidad utilizando la teoría de la complejidad computacional. Esto implica categorizar los problemas en clases como P, NP, NP-completo y NP-difícil, basándose en la cantidad de recursos computacionales (tiempo y espacio) necesarios para resolverlos. Además, se estudian técnicas para analizar la eficiencia de los algoritmos, como el análisis de la complejidad de tiempo y espacio, y se utilizan herramientas como la notación asintótica y la inducción para determinar la eficiencia de los mismos.",15.81,Análisis de Algoritmos,MC6102,
deepseek-r1-14b-4bit,open_ended,"¿Por qué la Ciencia de la Computación ha sido considerada históricamente ""débil"" en sus procedimientos?","En el curso Diseño de Experimentos de la Maestría en Computación, ¿Por qué la Ciencia de la Computación ha sido considerada históricamente ""débil"" en sus procedimientos?

Da una respuesta completa y explicativa.",Debido a la falta de uso sistemático de técnicas experimentales clásicas para validar o refutar hipótesis.,"La Ciencia de la Computación ha sido considerada históricamente ""débil"" en sus procedimientos experimentales debido a varias razones. A continuación, se presentan los motivos principales:

1. **Características Únicas de la Computación**: La computación involucra sistemas complejos y abstractos, como algoritmos y estructuras de datos, que no siempre se pueden observar o medir de manera física. Esto hace que los experimentos sean más teóricos y menos reproducibles en un laboratorio tradicional.

2. **Enfoque Teórico**: Historia y Filosofía de la Ciencia: La computación ha tenido un enfoque más teórico, con énfasis en el diseño y análisis de algoritmos, en lugar de realizar experimentos empíricos. Esto ha limitado la adopción de metodologías experimentales robustas.

3. **Dificultades en la Replicación**: Los experimentos en computación pueden ser difíciles de replicar debido a la variabilidad en los entornos computacionales, lo que hace difícil comparar resultados entre diferentes estudios.

4. **Ética y Consideraciones**: Algunos experimentos en computación, especialmente aquellos que involucran a humanos o animales, requieren consideraciones éticas, lo que complica el diseño y ejecución de experimentos.

5",22.14,Diseño de Experimentos,MC6104,
deepseek-r1-14b-4bit,open_ended,¿Qué utilidad tiene el Diseño de Experimentos (DoE) en la industria del software?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿Qué utilidad tiene el Diseño de Experimentos (DoE) en la industria del software?

Da una respuesta completa y explicativa.",Permite ejercer controles de calidad rigurosos durante el desarrollo de productos de software.,"El Diseño de Experimentos (DoE) tiene una serie de utilidades en la industria del software, que se pueden resumir de la siguiente manera:

1. **Mejora de la Calidad del Software**: El DoE permite identificar y corregir defectos en etapas tempranas del desarrollo, lo que conduce a un producto de mejor calidad.

2. **Reducción de Costos**: Al detectar problemas早く, se minimizan los costos asociados a correcciones posteriores, tanto en tiempo como en recursos.

3. **Optimización de Procesos**: Permite identificar瓶颈 y mejorar los procesos de desarrollo, aumentando la eficiencia y reduciendo los tiempos de entrega.

4. **Validación de Requisitos**: Ayuda en la validación de los requisitos funcionales y no funcionales, asegurando que el software cumpla con las expectativas del usuario.

5. **Pruebas de Rendimiento y Escalabilidad**: Se utiliza para probar el rendimiento y la escalabilidad del software bajo diferentes cargas y condiciones, asegurando que el sistema pueda manejar los volúmenes de trabajo previstos.

6. **Pruebas de Seguridad**: Identifica vulnerabilidades y evalúa la robustez del software contra amenazas y ataques.

7. **Pruebas de Usabilidad**: Mejora la experiencia del usuario,",22.11,Diseño de Experimentos,MC6104,
